,0
0,14.20945039532442
1,-20.428136723217776
2,-19.523068189995453
3,41.32264945137317
4,0.21160925088468074
5,-8.444941132043374
6,-29.723325620306344
7,34.178240564638
8,-24.093006046015727
9,-0.3737878343631891
10,-1.474913504972121
