,GHDmean,GHDcore,Als,Bor,Bur,Cha2,Lan,LLV,SRv,Swi
1901,17.873948893298056,17.873948893298056,16.674606561230682,19.59988984958226,18.14924271722748,18.331314605218292,20.278378794634815,18.79012003902547,19.20539566420401,14.51654198456942
1902,16.64122831450614,16.64122831450614,15.909899147634178,18.404602102068928,17.051208561562976,17.018882269602823,19.399228617217485,17.376404068434958,18.378566829903548,13.92765992611201
1903,16.244246483751564,16.244246483751564,15.38004563811508,17.928200631669487,16.57598967572787,16.59985959899252,19.079061813917036,16.770007922638722,18.03918500645979,13.3193067990245
1904,18.176653304867042,18.176653304867042,17.777414351956278,19.44210194340899,18.922736804299866,18.827963339546557,21.18123959477708,18.51797341059156,20.31386913752187,15.894403385707713
1905,17.831864922324232,17.831864922324232,17.565493624674833,19.02750959874527,18.54909506943502,18.458456062044796,20.724752061143203,18.086694244302375,19.834579095068293,15.42871803071989
1906,17.456197539850884,17.456197539850884,16.330475803786392,19.360424771394353,17.79958280902306,17.680084921290614,20.29382958153587,18.418168694251452,19.288588541569997,14.847878024765345
1907,16.213877304484445,16.213877304484445,15.533188809976371,17.624070009632067,16.81187300206885,16.710851814615573,19.23802506880598,16.476618531854406,18.312057859381664,13.81824885234704
1908,16.97770056104993,16.97770056104993,16.32618232731204,18.364427809636084,17.523817454876564,17.529026899530084,19.503860038526746,17.602853998781963,18.565539483046383,14.266620364097863
1909,15.792452643788485,15.792452643788485,14.915128740413483,17.4462869500563,16.09018587149973,16.10980183429886,18.386403009325395,16.41578260755859,17.363851897344436,12.877849924820584
1910,16.300134719798603,16.300134719798603,15.635619446004728,17.77792760146187,16.69196159013993,16.721998637864036,18.90708148999264,16.740587323898694,17.90138637703077,13.41663793515383
1911,19.05842922008338,19.05842922008338,18.429280089770344,20.527965820588758,19.568916353851094,19.642731488241076,21.454479059146,20.015179005501203,20.50277691923458,16.109228754935025
1912,15.946369575253621,15.946369575253621,15.270520661866678,17.090682133721188,16.429263021714494,16.50722356065187,18.54039372411996,16.083664610918394,17.59929418561881,13.043711450940044
1913,16.28524187611,16.28524187611,15.005145802982629,18.17971134657625,16.427824599826735,16.462137328520303,19.160794971931313,17.114157683188434,18.07274737587823,13.163545425558745
1914,16.53837374978865,16.53837374978865,15.656990873183421,18.013918268445337,16.88206050279261,17.049610366260286,18.580598577262563,17.3627540840518,17.569495939736253,13.286780445798122
1915,17.03110176449722,17.03110176449722,16.541516007322894,18.36137033727018,17.641405884287703,17.650640313603482,19.719949884607946,17.315548806462033,18.751474003851822,14.330790436616045
1916,16.23946209523189,16.23946209523189,15.179641480437548,17.86306301919795,16.485939047324962,16.46587933009383,19.430066110067813,16.735556736524646,18.406607422097498,13.252791496976739
1917,17.41575820418996,17.41575820418996,16.97808765432444,18.585624919736063,17.945393664543342,18.000337593148483,19.9553533461708,17.7570008517917,19.03030724475179,14.561838079612745
1918,16.720727884987415,16.720727884987415,15.771490033540665,18.224871510293905,17.152308734738654,17.217832287748386,19.33465356965323,17.438358480151276,18.35126395387204,13.764489214497026
1919,16.7377683263741,16.7377683263741,16.185464045848477,17.99293980532766,17.363629038694643,17.312602377649203,19.388047425301437,17.37816642135124,18.532224499841536,14.285764784577525
1920,16.370331498318297,16.370331498318297,15.86076031299679,17.38755379532708,17.09834063649742,17.022119789202467,19.255268947724993,16.559679229334645,18.418193818321736,13.916734840615964
1921,18.40639819789302,18.40639819789302,17.75880846519296,19.60569481425909,19.339789369288624,19.35539318150635,20.595813941296402,19.05633907730067,19.72890188308771,15.79262242294957
1922,16.506037421649374,16.506037421649374,15.932300204836187,17.552546119354336,17.160583179933198,17.12191818711239,19.71973830099311,16.57012363286625,18.848502172889628,14.03818093442978
1923,17.44827432845423,17.44827432845423,16.374067989867775,19.080129507260505,17.928579032764336,17.869145082001886,20.6482047885282,17.949661687835544,19.63958929618699,14.705155727690315
1924,16.500927528909482,16.500927528909482,15.524928837910505,18.084950844902266,17.131257626189793,17.068034683907037,19.692272110651214,16.724758695025727,18.646444460495474,13.556231404813202
1925,17.36111764878566,17.36111764878566,16.61647514730731,18.597324960316687,18.008152867122412,17.98860504618137,20.17027135649905,17.888904227094894,19.251685641768084,14.465929700068763
1926,16.859227967792958,16.859227967792958,15.584918069219238,18.846450577788946,16.822577123923423,16.877720877440886,19.88166550205312,17.701539750979354,18.721023724559068,13.604887982634022
1927,16.876064156937392,16.876064156937392,16.143353155557257,18.255474944046497,17.245126653873907,17.191990997468206,20.366727565897726,16.945629593093688,19.204761030299725,14.152889195009053
1928,18.460105688265166,18.460105688265166,17.693864725477596,20.04066411175271,19.081079154922804,18.85482068018323,22.026903646262554,18.852652328545435,20.553235664857,16.443846582519164
1929,17.66372405130421,17.66372405130421,16.933310595954563,19.23027511302467,18.007586971769708,18.051953107856985,20.866470845558418,18.047059868443707,19.6392732679206,15.06752256803762
1930,17.501001676371185,17.501001676371185,16.76327848772325,18.82618085224409,17.907209834253127,17.959923145066096,20.532945462770513,17.679983454697698,19.34317610149594,14.806673164121506
1931,17.21845398823583,17.21845398823583,16.404560712366013,18.893556733155684,17.48454141816099,17.48951384218614,20.64647518915084,17.437139651454668,19.381659775932505,14.451332169610469
1932,17.62256157449886,17.62256157449886,16.948859617151125,19.072815844899193,18.181218102745536,18.33628990225332,19.970267828253643,18.304165548623192,18.553533977634668,14.60080216896579
1933,18.12019483027295,18.12019483027295,16.83007972596637,20.202619001220242,18.37106936942331,18.54712042384223,20.704156017343866,19.16932427042676,19.258789819039084,14.666160080314912
