,GHDmean,GHDcore,Als,Bor,Bur,Cha2,Lan,LLV,SRv,Swi
1901,-0.6167069861133752,-0.6167069861133752,0.41948760626581233,-0.542939179399842,-0.327489174387034,-0.7012682414125577,0.17667445107773366,-1.712557390897346,0.44609636897177996,0.779870233506208
1902,-0.96879792094778,-0.96879792094778,-0.9653294306665346,-0.99868025715884,-0.3556381395790727,-0.9556879864815216,0.18461975552981005,-2.334692066976311,-0.3973559518963659,0.3233579953308396
1903,-0.8880523342790613,-0.8880523342790613,-1.74015905293561,-0.42531380286635695,-1.2282689918982066,-1.7967385733307262,0.8806971608780416,0.14326391158077162,0.7648913968710316,-0.6629991856803504
1904,-1.4189936304390076,-1.4189936304390076,-1.6417031229444354,-1.5244499720465379,-1.3179698790643626,-1.6951131685824339,-0.43205908597863124,-0.5757079545968681,-0.6079727103979824,-1.1164329971858746
1905,-1.6181535063606869,-1.6181535063606869,-1.94729879695769,-1.4551853977272857,-3.268804116405273,-2.9657156139854086,-0.6126766544128994,-2.059760538739319,-0.7842231929950905,-2.363163202166757
1906,-2.2315397849940237,-2.2315397849940237,-1.3546034420768098,-2.4608944504127153,-3.198711052331631,-2.9223103805985517,-1.34659558479456,-2.7368395222963056,-1.986955130815191,-2.792756738927771
1907,-2.12176344909057,-2.12176344909057,-2.5337043573358975,-1.3318623534359524,-2.9324063088736385,-2.605677204044104,-2.3796644425018014,-1.1866740028524672,-3.061644125183827,-3.1059429725301713
1908,-1.2265526778327636,-1.2265526778327636,-1.2498387265501363,-0.19962246346830537,-2.2194879564650773,-2.1565187456558594,-1.1871740840661484,-0.9956008776954742,-1.5107799688764176,-2.2647285072447683
1909,-0.314738559835412,-0.314738559835412,0.5188759290308269,-0.8304086511212506,-0.6918525660046664,-0.44766906256044137,-1.132590340545109,0.5744258842610326,-0.6068737902220627,-0.7262345402037781
1910,1.8449203675735655,1.8449203675735655,2.2355173061177878,1.8604723337685065,3.2627914837813448,2.91317179103486,1.0066612375813409,1.702719599293796,0.19598502975321958,2.1197245724534195
1911,-1.226348185207466,-1.226348185207466,-2.0274960366764585,-1.7378141597452534,-2.415611564530851,-2.3454979421801365,-0.4159099088751078,-1.5932346922494856,-0.41389270752017626,-1.8874389633984041
1912,0.5940286374605902,0.5940286374605902,-0.4167930244091174,0.7459476438680275,0.44475959650805935,0.160162825427492,1.0360324771863019,1.0628461449690192,1.3556456000518249,-0.19104485937869634
1913,-0.0650522862403634,-0.0650522862403634,-1.1334031471743107,0.679951787838973,0.07386951584815295,-0.16210883084164396,0.44277881035581296,-0.7987565275694699,-0.2888264541565807,-1.1545366920487787
1914,1.0866930829093802,1.0866930829093802,2.1306093495643705,-0.24864849615054582,1.598527471134051,0.8829049316195179,1.1225725391441959,-0.205481714609598,1.051265502950142,2.017665611048299
1915,0.5657913742347043,0.5657913742347043,1.1939812959255196,-0.1452999591086916,-0.2800460046044716,-0.7623822444155579,1.7368661168891641,1.4524150058088408,1.9825904025202226,1.3235067766918955
1916,0.8394661252873273,0.8394661252873273,1.9699997170998864,-0.8153166411638528,0.5688419396530732,0.6906098697888541,1.3280189840629957,0.2828428588390497,1.0180663997403485,1.4396069445528163
